frame,image_path,track_id,xtl,ytl,xbr,ybr,label,Crossing,location,fashionPersonality,judgmentCalls,age,weight,gender,disability,Distracted,Crossed,relativePosition
1156,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01156.jpg,6,936.22,622.32,1035.93,775.86,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1157,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01157.jpg,6,930.46,621.09,1031.47,776.93,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1158,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01158.jpg,6,924.7,619.87,1027.01,778.01,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1159,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01159.jpg,6,918.95,618.65,1022.54,779.09,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1160,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01160.jpg,6,913.19,617.42,1018.08,780.17,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1161,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01161.jpg,6,907.44,616.2,1013.62,781.24,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1162,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01162.jpg,6,901.68,614.98,1009.16,782.32,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1163,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01163.jpg,6,895.93,613.76,1004.7,783.4,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1164,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01164.jpg,6,887.55,612.29,999.09,786.33,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1165,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01165.jpg,6,879.18,610.82,993.47,789.27,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1166,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01166.jpg,6,870.81,609.35,987.86,792.2,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1167,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01167.jpg,6,862.43,607.89,982.25,795.13,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1168,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01168.jpg,6,854.06,606.42,976.63,798.07,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1169,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01169.jpg,6,845.68,604.95,971.02,801.0,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1170,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01170.jpg,6,837.31,603.48,965.41,803.93,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1171,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01171.jpg,6,828.94,602.01,959.79,806.87,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1172,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01172.jpg,6,820.56,600.55,954.18,809.8,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1173,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01173.jpg,6,812.19,599.08,948.57,812.73,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1174,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01174.jpg,6,803.81,597.61,942.95,815.67,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1175,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01175.jpg,6,795.44,596.14,937.34,818.6,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1176,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01176.jpg,6,787.06,594.68,931.73,821.53,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1177,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01177.jpg,6,778.69,593.21,926.11,824.47,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1178,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01178.jpg,6,770.32,591.74,920.5,827.4,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1179,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01179.jpg,6,751.82,589.61,904.78,829.81,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1180,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01180.jpg,6,733.32,587.49,889.06,832.21,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1181,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01181.jpg,6,714.82,585.36,873.34,834.62,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1182,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01182.jpg,6,696.32,583.23,857.61,837.03,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1183,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01183.jpg,6,677.82,581.1,841.89,839.44,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1184,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01184.jpg,6,659.32,578.98,826.17,841.84,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1185,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01185.jpg,6,640.82,576.85,810.45,844.25,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1186,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01186.jpg,6,622.32,574.72,794.73,846.66,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1187,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01187.jpg,6,603.82,572.59,779.01,849.06,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1188,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01188.jpg,6,585.32,570.47,763.29,851.47,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1189,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01189.jpg,6,566.82,568.34,747.56,853.88,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1190,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01190.jpg,6,548.32,566.21,731.84,856.29,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1191,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01191.jpg,6,529.82,564.08,716.12,858.69,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1192,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01192.jpg,6,511.32,561.96,700.4,861.1,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1193,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01193.jpg,6,474.63,554.62,673.92,869.16,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1194,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01194.jpg,6,437.94,547.28,647.44,877.21,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1195,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01195.jpg,6,401.25,539.94,620.97,885.27,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1196,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01196.jpg,6,364.56,532.6,594.49,893.32,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1197,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01197.jpg,6,327.87,525.27,568.01,901.38,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1198,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01198.jpg,6,291.18,517.93,541.53,909.43,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1199,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01199.jpg,6,254.49,510.59,515.06,917.49,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
1200,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_01200.jpg,6,217.8,503.25,488.58,925.54,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,male,False,no,Crossed,middle
3049,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03049.jpg,12,1456.52,587.86,1579.67,782.1,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3050,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03050.jpg,12,1469.9,586.01,1593.54,784.63,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3051,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03051.jpg,12,1483.28,584.16,1607.41,787.16,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3052,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03052.jpg,12,1496.66,582.31,1621.29,789.69,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3053,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03053.jpg,12,1510.04,580.46,1635.16,792.21,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3054,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03054.jpg,12,1523.42,578.61,1649.03,794.74,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3055,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03055.jpg,12,1536.81,576.76,1662.91,797.27,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3056,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03056.jpg,12,1550.19,574.91,1676.78,799.8,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3057,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03057.jpg,12,1563.57,573.06,1690.65,802.33,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3058,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03058.jpg,12,1576.95,571.21,1704.53,804.86,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3059,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03059.jpg,12,1590.33,569.36,1718.4,807.39,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3060,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03060.jpg,12,1603.71,567.51,1732.27,809.91,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3061,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03061.jpg,12,1617.09,565.66,1746.14,812.44,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3062,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03062.jpg,12,1630.47,563.81,1760.02,814.97,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3063,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03063.jpg,12,1643.85,561.96,1773.89,817.5,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3064,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03064.jpg,12,1657.24,560.11,1787.76,820.03,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3065,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03065.jpg,12,1670.62,558.26,1801.64,822.56,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3066,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03066.jpg,12,1684.0,556.41,1815.51,825.09,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3067,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03067.jpg,12,1697.38,554.56,1829.38,827.61,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3068,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03068.jpg,12,1710.76,552.71,1843.25,830.14,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3069,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03069.jpg,12,1724.14,550.86,1857.13,832.67,Crossing,Formal,onSideWalk,Minimalist,NoHandSignal,Senior,NormalWeight,female,False,no,Waited,near
3240,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03240.jpg,13,1207.88,622.82,1283.12,753.61,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3241,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03241.jpg,13,1208.97,622.92,1284.63,754.28,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3242,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03242.jpg,13,1210.06,623.03,1286.13,754.95,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3243,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03243.jpg,13,1211.15,623.13,1287.63,755.63,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3244,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03244.jpg,13,1212.24,623.23,1289.13,756.3,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3245,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03245.jpg,13,1213.32,623.34,1290.64,756.97,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3246,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03246.jpg,13,1214.41,623.44,1292.14,757.64,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3247,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03247.jpg,13,1215.5,623.55,1293.64,758.31,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3248,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03248.jpg,13,1216.59,623.65,1295.15,758.98,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3249,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03249.jpg,13,1217.68,623.75,1296.65,759.66,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3250,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03250.jpg,13,1218.76,623.86,1298.15,760.33,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3251,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03251.jpg,13,1219.85,623.96,1299.66,761.0,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3252,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03252.jpg,13,1220.94,624.06,1301.16,761.67,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3253,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03253.jpg,13,1222.03,624.17,1302.66,762.34,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3254,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03254.jpg,13,1223.11,624.27,1304.17,763.01,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3255,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03255.jpg,13,1224.2,624.37,1305.67,763.68,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3256,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03256.jpg,13,1225.29,624.48,1307.17,764.36,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3257,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03257.jpg,13,1226.38,624.58,1308.68,765.03,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3258,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03258.jpg,13,1227.47,624.69,1310.18,765.7,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3259,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03259.jpg,13,1228.55,624.79,1311.68,766.37,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3260,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03260.jpg,13,1229.64,624.89,1313.18,767.04,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3261,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03261.jpg,13,1230.73,625.0,1314.69,767.71,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3262,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03262.jpg,13,1231.82,625.1,1316.19,768.39,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3263,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03263.jpg,13,1232.9,625.2,1317.69,769.06,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3264,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03264.jpg,13,1233.99,625.31,1319.2,769.73,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3265,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03265.jpg,13,1235.08,625.41,1320.7,770.4,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3266,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03266.jpg,13,1236.81,624.69,1323.48,771.89,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3267,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03267.jpg,13,1238.53,623.97,1326.26,773.37,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3268,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03268.jpg,13,1240.26,623.25,1329.04,774.86,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3269,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03269.jpg,13,1241.99,622.53,1331.83,776.34,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3270,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03270.jpg,13,1243.71,621.81,1334.61,777.83,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3271,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03271.jpg,13,1245.44,621.09,1337.39,779.31,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3272,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03272.jpg,13,1247.17,620.38,1340.17,780.8,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3273,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03273.jpg,13,1248.89,619.66,1342.95,782.28,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3274,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03274.jpg,13,1250.62,618.94,1345.73,783.77,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3275,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03275.jpg,13,1252.35,618.22,1348.51,785.25,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3276,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03276.jpg,13,1254.07,617.5,1351.3,786.74,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3277,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03277.jpg,13,1255.8,616.78,1354.08,788.22,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3278,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03278.jpg,13,1257.53,616.06,1356.86,789.71,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3279,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03279.jpg,13,1259.25,615.34,1359.64,791.19,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3280,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03280.jpg,13,1260.98,614.62,1362.42,792.68,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3281,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03281.jpg,13,1262.71,613.9,1365.2,794.16,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3282,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03282.jpg,13,1264.43,613.18,1367.99,795.65,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3283,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03283.jpg,13,1266.16,612.46,1370.77,797.13,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3284,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03284.jpg,13,1267.88,611.74,1373.55,798.62,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3285,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03285.jpg,13,1269.61,611.02,1376.33,800.1,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3286,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03286.jpg,13,1271.34,610.3,1379.11,801.59,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3287,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03287.jpg,13,1273.06,609.58,1381.89,803.07,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3288,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03288.jpg,13,1274.79,608.86,1384.67,804.56,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3289,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03289.jpg,13,1276.52,608.15,1387.46,806.04,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
3290,/content/drive/MyDrive/GIU.Master/Version 3/Frames/V3/frame_03290.jpg,13,1278.24,607.43,1390.24,807.53,Crossing,Casual,notOnSidewalk,Extravagant,NoHandSignal,adult,NormalWeight,female,False,yes,Crossed,near
