frame,image_path,track_id,xtl,ytl,xbr,ybr,label,dressCodeStyle,gender,Distracted,location,fashionPersonality,judgmentCalls,age,weight,disability,Crossed,relativePosition
320,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00320.jpg,4,719.46,763.41,829.16,982.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
321,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00321.jpg,4,721.31,763.39,831.25,982.9,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
322,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00322.jpg,4,723.17,763.38,833.33,983.69,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
323,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00323.jpg,4,725.02,763.36,835.41,984.47,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
324,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00324.jpg,4,726.88,763.34,837.49,985.26,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
325,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00325.jpg,4,728.73,763.32,839.57,986.05,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
326,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00326.jpg,4,730.59,763.31,841.66,986.84,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
327,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00327.jpg,4,732.44,763.29,843.74,987.63,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
328,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00328.jpg,4,734.3,763.27,845.82,988.41,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
329,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00329.jpg,4,736.15,763.25,847.9,989.2,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
330,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00330.jpg,4,738.01,763.24,849.98,989.99,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
331,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00331.jpg,4,739.86,763.22,852.06,990.78,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
332,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00332.jpg,4,741.72,763.2,854.15,991.56,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
333,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00333.jpg,4,743.57,763.18,856.23,992.35,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
334,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00334.jpg,4,745.43,763.17,858.31,993.14,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
335,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00335.jpg,4,747.28,763.15,860.39,993.93,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
336,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00336.jpg,4,749.14,763.13,862.47,994.72,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
337,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00337.jpg,4,750.99,763.11,864.56,995.5,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
338,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00338.jpg,4,752.85,763.1,866.64,996.29,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
339,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00339.jpg,4,754.7,763.08,868.72,997.08,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
340,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00340.jpg,4,756.56,763.06,870.8,997.87,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
341,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00341.jpg,4,758.41,763.04,872.88,998.66,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
342,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00342.jpg,4,760.27,763.03,874.96,999.44,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
343,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00343.jpg,4,762.12,763.01,877.05,1000.23,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
344,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00344.jpg,4,763.98,762.99,879.13,1001.02,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
345,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00345.jpg,4,765.83,762.97,881.21,1001.81,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
346,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00346.jpg,4,767.69,762.96,883.29,1002.59,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
347,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00347.jpg,4,769.54,762.94,885.37,1003.38,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
348,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00348.jpg,4,771.4,762.92,887.45,1004.17,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
349,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00349.jpg,4,773.25,762.9,889.54,1004.96,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
350,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00350.jpg,4,775.11,762.89,891.62,1005.75,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
351,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00351.jpg,4,776.96,762.87,893.7,1006.53,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
352,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00352.jpg,4,778.82,762.85,895.78,1007.32,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
353,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00353.jpg,4,780.67,762.83,897.86,1008.11,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
354,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00354.jpg,4,782.53,762.82,899.95,1008.9,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
355,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00355.jpg,4,784.38,762.8,902.03,1009.69,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
356,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00356.jpg,4,786.24,762.78,904.11,1010.47,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
357,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00357.jpg,4,788.09,762.76,906.19,1011.26,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
358,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00358.jpg,4,789.95,762.75,908.27,1012.05,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
359,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00359.jpg,4,791.8,762.73,910.35,1012.84,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
360,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00360.jpg,4,793.66,762.71,912.44,1013.62,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
361,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00361.jpg,4,795.51,762.69,914.52,1014.41,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
362,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00362.jpg,4,797.37,762.68,916.6,1015.2,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
363,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00363.jpg,4,802.03,762.57,921.27,1015.1,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
364,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00364.jpg,4,806.7,762.47,925.93,1014.99,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
365,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00365.jpg,4,811.36,762.37,930.6,1014.89,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
366,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00366.jpg,4,816.03,762.27,935.26,1014.79,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
367,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00367.jpg,4,820.7,762.16,939.93,1014.69,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
368,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00368.jpg,4,825.36,762.06,944.6,1014.58,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
369,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00369.jpg,4,830.03,761.96,949.26,1014.48,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
370,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00370.jpg,4,834.69,761.85,953.93,1014.38,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
371,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00371.jpg,4,839.36,761.75,958.59,1014.27,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
372,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00372.jpg,4,844.03,761.65,963.26,1014.17,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
373,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00373.jpg,4,848.69,761.55,967.93,1014.07,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
374,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00374.jpg,4,853.36,761.44,972.59,1013.97,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
375,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00375.jpg,4,858.02,761.34,977.26,1013.86,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
376,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00376.jpg,4,862.69,761.24,981.92,1013.76,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
377,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00377.jpg,4,867.36,761.13,986.59,1013.66,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
378,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00378.jpg,4,872.02,761.03,991.26,1013.56,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
379,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00379.jpg,4,876.69,760.93,995.92,1013.45,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
380,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00380.jpg,4,881.35,760.83,1000.59,1013.35,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
381,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00381.jpg,4,886.02,760.72,1005.25,1013.25,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
382,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00382.jpg,4,890.68,760.62,1009.92,1013.14,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
383,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00383.jpg,4,895.35,760.52,1014.59,1013.04,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
384,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00384.jpg,4,900.02,760.42,1019.25,1012.94,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
385,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00385.jpg,4,904.68,760.31,1023.92,1012.84,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
386,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00386.jpg,4,909.35,760.21,1028.58,1012.73,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
387,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00387.jpg,4,914.01,760.11,1033.25,1012.63,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
388,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00388.jpg,4,918.68,760.0,1037.92,1012.53,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
389,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00389.jpg,4,923.35,759.9,1042.58,1012.42,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
390,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00390.jpg,4,928.01,759.8,1047.25,1012.32,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
391,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00391.jpg,4,932.68,759.7,1051.91,1012.22,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
392,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00392.jpg,4,937.34,759.59,1056.58,1012.12,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
393,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00393.jpg,4,942.01,759.49,1061.25,1012.01,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
394,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00394.jpg,4,946.68,759.39,1065.91,1011.91,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
395,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00395.jpg,4,951.34,759.28,1070.58,1011.81,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
396,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00396.jpg,4,956.01,759.18,1075.24,1011.71,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
397,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00397.jpg,4,960.67,759.08,1079.91,1011.6,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
398,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00398.jpg,4,965.34,758.98,1084.58,1011.5,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
399,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00399.jpg,4,970.01,758.87,1089.24,1011.4,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
400,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00400.jpg,4,974.67,758.77,1093.91,1011.29,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
401,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00401.jpg,4,979.34,758.67,1098.57,1011.19,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
402,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00402.jpg,4,984.0,758.57,1103.24,1011.09,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
403,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00403.jpg,4,988.67,758.46,1107.91,1010.99,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
404,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00404.jpg,4,993.34,758.36,1112.57,1010.88,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
405,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00405.jpg,4,998.0,758.26,1117.24,1010.78,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
406,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00406.jpg,4,1002.67,758.15,1121.9,1010.68,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
407,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00407.jpg,4,1007.33,758.05,1126.57,1010.57,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
408,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00408.jpg,4,1012.0,757.95,1131.24,1010.47,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
409,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00409.jpg,4,1016.67,757.85,1135.9,1010.37,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
410,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00410.jpg,4,1021.33,757.74,1140.57,1010.27,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
411,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00411.jpg,4,1026.0,757.64,1145.23,1010.16,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
412,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00412.jpg,4,1030.66,757.54,1149.9,1010.06,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
413,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00413.jpg,4,1035.33,757.43,1154.57,1009.96,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
414,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00414.jpg,4,1040.0,757.33,1159.23,1009.86,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
415,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00415.jpg,4,1044.66,757.23,1163.9,1009.75,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
416,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00416.jpg,4,1049.33,757.13,1168.56,1009.65,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
417,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00417.jpg,4,1053.99,757.02,1173.23,1009.55,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
418,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00418.jpg,4,1058.66,756.92,1177.9,1009.44,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
419,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00419.jpg,4,1063.33,756.82,1182.56,1009.34,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
420,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00420.jpg,4,1067.99,756.72,1187.23,1009.24,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
421,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00421.jpg,4,1072.66,756.61,1191.89,1009.14,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
422,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00422.jpg,4,1077.32,756.51,1196.56,1009.03,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
423,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00423.jpg,4,1081.99,756.41,1201.23,1008.93,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
424,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00424.jpg,4,1086.66,756.3,1205.89,1008.83,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
425,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00425.jpg,4,1091.32,756.2,1210.56,1008.72,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
426,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00426.jpg,4,1093.61,756.24,1212.84,1008.76,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
427,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00427.jpg,4,1095.89,756.27,1215.12,1008.79,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
428,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00428.jpg,4,1098.17,756.3,1217.41,1008.83,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
429,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00429.jpg,4,1100.46,756.34,1219.69,1008.86,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
430,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00430.jpg,4,1102.74,756.37,1221.97,1008.89,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
431,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00431.jpg,4,1105.02,756.41,1224.26,1008.93,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
432,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00432.jpg,4,1107.31,756.44,1226.54,1008.96,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
433,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00433.jpg,4,1109.59,756.47,1228.82,1009.0,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
434,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00434.jpg,4,1111.87,756.51,1231.11,1009.03,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
435,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00435.jpg,4,1114.15,756.54,1233.39,1009.07,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
436,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00436.jpg,4,1116.44,756.58,1235.67,1009.1,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
437,/content/drive/MyDrive/GIU.Master/Version 5/Frames/V5/frame_00437.jpg,4,1118.72,756.61,1237.96,1009.13,Crossing,Casual,male,no,notOnSidewalk,Minimalist,NoHandSignal,adult,NormalWeight,false,Crossed,near
